IDDesfecho,IDsOcorrenciasAssociadas,DataDoDesfecho,TipoDeDesfecho,FoiDesfechoValido,FonteDoDesfecho,BaseParaDesfecho,Bairro,Zona,Cidade,Estado,TextoRelatorioDesfecho,LegendaDoDesfecho,ResumoOcorrencia,PodeDivulgar
24459362314,2285649202,2020-09-25,Inocente,Sim,,Somente Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049601381,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627332,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
24464261243,2285649202,2020-12-25,Inocente,Sim,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086627213,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26049601374,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26049601401,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627245,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627234,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627233,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26049601400,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627216,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627334,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627255,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627230,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26049601398,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627336,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627241,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627221,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627248,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
26086627251,2285649202,2020-12-25,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,Sim
25611093040,2285603890,2021-06-13,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
24459362640,2285649202,2021-06-17,Inocente,Sim,,Somente Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25629818185,2285611441,2021-06-25,Indiciado,Sim,,Ofício + Link da Matéria,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25629818226,2285611441,2021-06-25,Indiciado,Sim,Mídia,Ofício + Link da Matéria,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25629818221,2285611441,2021-06-25,Indiciado,Sim,,Ofício + Link da Matéria,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086627186,2285673106,2021-07-03,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086627193,2285673106,2021-07-03,Indiciado,Não,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25629817149,2285602373,2021-08-11,Indiciado,Sim,,Ofício + Link da Matéria,Ipiranga,São Paulo - Zona Sul,São Paulo,SP,,,,
25564306761,2285653356,2021-08-15,Indiciado,Sim,,Ofício + Link da Matéria,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25564306761,2285653356,2021-08-15,Indiciado,Sim,,Ofício + Link da Matéria,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086627133,2285659987,2021-08-25,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049601290,2285659987,2021-08-25,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049601290,2285659987,2021-08-25,Indiciado,Sim,,Ofício + Link da Matéria,São Conrado,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086627133,2285659987,2021-08-25,Indiciado,Sim,,Ofício + Link da Matéria,São Conrado,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086626965,2285608376,2021-09-12,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086626965,2285608376,2021-09-12,Indiciado,Sim,,Somente Ofício,São Conrado,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086626934,2285608376,2021-09-12,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086626959,2285608376,2021-09-12,Indiciado,Sim,,Somente Ofício,São Conrado,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086626959,2285608376,2021-09-12,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086626962,2285608376,2021-09-12,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086626962,2285608376,2021-09-12,Indiciado,Sim,,Somente Ofício,São Conrado,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086626934,2285608376,2021-09-12,Indiciado,Sim,,Somente Ofício,São Conrado,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049601040,2285611787,2021-09-28,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086626846,2285644863,2021-09-30,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049597539,2285666376,2021-10-13,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086624146,2285664789,2021-10-23,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049598388,2285664789,2021-10-23,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086623593,2285670916,2021-10-26,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049597783,2285670916,2021-10-26,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049597753,2285670916,2021-10-26,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086623633,2285670916,2021-10-26,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049597778,2285670916,2021-10-26,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049597764,2285670916,2021-10-26,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049600833,2285662501,2021-11-13,Indiciado,Não,,Nada,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086626697,2285662501,2021-11-13,Indiciado,Não,,Nada,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049600851,2285662501,2021-11-13,Indiciado,Não,,Nada,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049597314,2285662803,2021-11-26,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049597331,2285662803,2021-11-26,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26086623097,2285602375,2021-12-08,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049596784,2285602370,2021-12-17,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26085140833,2285655159,2021-12-24,Indiciado,Não,,Nada,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26084917904,2285664012,2022-01-18,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26085140789,2285664012,2022-01-18,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049594977,2285607300,2022-02-02,Indiciado,Não,,Nada,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049594895,2285664786,2022-02-16,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25182555197,2285661786,2022-02-18,Indiciado,Sim,,Ofício + Print,São Conrado,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26078140933,2285667624,2022-02-18,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25182555157,2285661786,2022-02-18,Indiciado,Sim,,Ofício + Print,São Conrado,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25182555197,2285661786,2022-02-18,Indiciado,Sim,,Ofício + Print,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25174315880,2285661786,2022-02-18,Indiciado,Sim,,Ofício + Print,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25182555157,2285661786,2022-02-18,Indiciado,Sim,,Ofício + Print,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25174315880,2285661786,2022-02-18,Indiciado,Sim,,Ofício + Print,São Conrado,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049594249,,2022-03-03,Indiciado,Não,,Nada,,,,,,,,
26049594001,2285605940,2022-03-24,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25174316084,2285655558,2022-03-30,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25182555565,2285610887,2022-04-27,Indiciado,Sim,,Ofício + Link da Matéria,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26025747542,2285606308,2022-04-27,Indiciado,Sim,,Ofício + Print,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25183544884,2285610887,2022-04-27,Indiciado,Sim,,Ofício + Link da Matéria,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25182555565,2285610887,2022-04-27,Indiciado,Sim,,Ofício + Link da Matéria,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25183544884,2285610887,2022-04-27,Indiciado,Sim,,Ofício + Link da Matéria,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25278402649,2285664177,2022-05-14,Indiciado,Sim,,Ofício + Link da Matéria,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
24585568574,2285644864,2022-05-22,Indiciado,Sim,,Somente Ofício,Jardim Paulistano,São Paulo - Zona Oeste,São Paulo,SP,,,,
24578937970,2285644864,2022-05-22,Indiciado,Sim,,Somente Ofício,Jardim Paulistano,São Paulo - Zona Oeste,São Paulo,SP,,,,
24585568574,2285644864,2022-05-22,Indiciado,Sim,,Somente Ofício,Pinheiros,São Paulo - Zona Oeste,São Paulo,SP,,,,
24578937970,2285644864,2022-05-22,Indiciado,Sim,,Somente Ofício,Pinheiros,São Paulo - Zona Oeste,São Paulo,SP,,,,
25183549527,2285664178,2022-05-23,Indiciado,Não,,Somente Matéria,Flamengo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
24464261176,2285649202,2022-05-24,Inocente,Sim,,Nada,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049593705,2285605941,2022-05-24,Indiciado,Sim,,Somente Ofício,Humaitá,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26025747380,2285605941,2022-05-24,Indiciado,Sim,,Somente Ofício,Humaitá,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25183549737,2285664008,2022-05-26,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25182560570,2285664008,2022-05-26,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25182560554,2285664008,2022-05-26,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25182560616,2285664008,2022-05-26,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25182560579,2285664008,2022-05-26,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25564313145,2285662800,2022-06-03,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25564313153,2285662800,2022-06-03,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25568583535,2285662800,2022-06-03,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25182560910,2285602359,2022-06-10,Indiciado,Sim,,Ofício + Link da Matéria,Flamengo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25182560945,2285602359,2022-06-11,Indiciado,Sim,,Ofício + Link da Matéria,Flamengo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049593463,2285607297,2022-06-15,Indiciado,Sim,,Somente Ofício,Flamengo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049593469,2285607297,2022-06-15,Indiciado,Sim,,Somente Ofício,Flamengo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049593450,2285607297,2022-06-15,Indiciado,Sim,,Somente Ofício,Flamengo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25275703434,2285635876,2022-06-23,Indiciado,Sim,,Ofício + Link da Matéria,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25275703409,2285635876,2022-06-23,Indiciado,Sim,,Ofício + Link da Matéria,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25278402421,2285664787,2022-07-07,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25278402407,2285664787,2022-07-07,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25629817216,2285606792,2022-07-15,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25611091576,2285606792,2022-07-15,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25275703832,2285664177,2022-07-16,Indiciado,Sim,,Ofício + Link da Matéria,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25275703874,2285666603,2022-07-27,Indiciado,Sim,,Somente Ofício,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049593233,2285599615,2022-07-29,Indiciado,Sim,,Somente Ofício,Leme,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26049593124,2285663920,2022-08-02,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26025746753,2285649179,2022-08-07,Indiciado,Sim,,Ofício + Link da Matéria,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25313654864,2285650287,2022-08-10,Indiciado,Sim,,Somente Ofício,Flamengo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25313654802,2285650287,2022-08-10,Indiciado,Sim,,Somente Ofício,Flamengo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25313654864,2285650287,2022-08-10,Indiciado,Sim,,Somente Ofício,Botafogo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25313654802,2285650287,2022-08-10,Indiciado,Sim,,Somente Ofício,Botafogo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
24585568523,2285603135,2022-08-11,Indiciado,Sim,,Somente Ofício,Pinheiros,São Paulo - Zona Oeste,São Paulo,SP,,,,
25629817388,"2285635874,2285660300",2022-08-17,Indiciado,Sim,,Somente Ofício,Jardim Botânico,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25629817388,"2285635874,2285660300",2022-08-17,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26025738130,2285655144,2022-08-30,Indiciado,Sim,,Somente Ofício,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26042377575,2285649833,2022-09-01,Indiciado,Sim,,Somente Ofício,Humaitá,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
24578937859,2285650588,2022-09-07,Indiciado,Não,,Nada,Pinheiros,São Paulo - Zona Oeste,São Paulo,SP,,,,
26025737992,2285650594,2022-09-13,Indiciado,Sim,,Somente Ofício,Jardim Botânico,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26025737997,2285650594,2022-09-13,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26025737992,2285650594,2022-09-13,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26025737997,2285650594,2022-09-13,Indiciado,Sim,,Somente Ofício,Jardim Botânico,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
24585568394,2285663921,2022-09-19,Indiciado,Não,,Nada,Pinheiros,São Paulo - Zona Oeste,São Paulo,SP,,,,
24585568409,2285663921,2022-09-19,Indiciado,Não,,Nada,Pinheiros,São Paulo - Zona Oeste,São Paulo,SP,,,,
26042377475,2285668880,2022-09-20,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26008007186,2285654692,2022-10-01,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26025737813,2285607299,2022-10-01,Indiciado,Sim,,Somente Ofício,Humaitá,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25417875023,2285603128,2022-10-10,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25417875023,2285603128,2022-10-10,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25417875023,2285603128,2022-10-10,Indiciado,Sim,,Somente Ofício,Vila Olímpia,São Paulo - Zona Sul,São Paulo,SP,,,,
26004940571,2285671268,2022-10-12,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26004940564,2285671268,2022-10-12,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26008007026,2285671268,2022-10-12,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26004940568,2285671268,2022-10-12,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
24578937742,2285598044,2022-10-13,Indiciado,Sim,,Somente Ofício,Pinheiros,São Paulo - Zona Oeste,São Paulo,SP,,,,
25415264831,,2022-10-14,Indiciado,Não,,Somente Matéria,,,,,,,,
25417874973,,2022-10-14,Indiciado,Não,Polícia,Somente Matéria,,,,,,,,
25611092259,2285665571,2022-10-15,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25611092259,2285665571,2022-10-15,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25629817761,2285665571,2022-10-15,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25629817761,2285665571,2022-10-15,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25611092252,2285665571,2022-10-15,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25611092252,2285665571,2022-10-15,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25415264697,2285650591,2022-10-19,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26008006943,2285652757,2022-10-21,Indiciado,Sim,,Somente Ofício,Botafogo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
24585568304,2285672074,2022-10-26,Indiciado,Sim,,Somente Ofício,Vila Olímpia,São Paulo - Zona Sul,São Paulo,SP,,,,
24585568324,2285672074,2022-10-26,Indiciado,Sim,,Somente Ofício,Vila Olímpia,São Paulo - Zona Sul,São Paulo,SP,,,,
26004940330,2285611698,2022-10-27,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26004940069,2285665838,2022-10-30,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
24544777519,2285652763,2022-11-04,Indiciado,Sim,,Somente Ofício,Vila Olímpia,São Paulo - Zona Sul,São Paulo,SP,,,,
24578937420,2285652763,2022-11-04,Indiciado,Sim,,Somente Ofício,Vila Olímpia,São Paulo - Zona Sul,São Paulo,SP,,,,
26004940192,2285599625,2022-11-12,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26008006768,2285599625,2022-11-12,Indiciado,Sim,,Somente Ofício,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26004940192,2285599625,2022-11-12,Indiciado,Sim,,Somente Ofício,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25415275420,2285603874,2022-11-12,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25417885608,2285603874,2022-11-12,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25417885608,2285603874,2022-11-12,Indiciado,Sim,,Somente Ofício,Jardim Botânico,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25417885605,2285603874,2022-11-12,Indiciado,Sim,,Somente Ofício,Lagoa,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25417885605,2285603874,2022-11-12,Indiciado,Sim,,Somente Ofício,Jardim Botânico,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26008006768,2285599625,2022-11-12,Indiciado,Sim,,Somente Ofício,Ipanema,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25415275420,2285603874,2022-11-12,Indiciado,Sim,,Somente Ofício,Jardim Botânico,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
24578937359,2285663145,2022-11-19,Indiciado,Sim,,Ofício + Link da Matéria,Jardim Paulista,São Paulo - Zona Oeste,São Paulo,SP,,,,
25417884754,2285618016,2022-11-20,Indiciado,Sim,,Somente Ofício,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25415270207,2285670833,2022-11-22,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26008006679,2285665565,2022-11-22,Indiciado,Sim,,Somente Ofício,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25415270224,2285670833,2022-11-22,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26008006681,2285665565,2022-11-22,Indiciado,Sim,,Somente Ofício,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25417880373,2285670833,2022-11-22,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25417880361,2285670833,2022-11-22,Indiciado,Sim,,Ofício + Link da Matéria,Leblon,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26004940150,2285665565,2022-11-22,Indiciado,Sim,,Somente Ofício,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25415274320,2285666604,2022-11-26,Indiciado,Sim,,Ofício + Link da Matéria,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25417884478,2285666604,2022-11-26,Indiciado,Sim,,Ofício + Link da Matéria,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25415274312,2285666604,2022-11-26,Indiciado,Sim,,Ofício + Link da Matéria,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25415274326,2285666604,2022-11-26,Indiciado,Sim,,Ofício + Link da Matéria,Copacabana,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
26008006585,2285646625,2022-11-30,Indiciado,Sim,,Somente Ofício,São Conrado,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
25417881010,2285635872,2022-12-02,Indiciado,Sim,,Ofício + Link da Matéria,Botafogo,Rio de Janeiro - Zona Sul,Rio de Janeiro,RJ,,,,
